글번호,문장
48,"['\n\n\n\n\n게티이미지뱅크어릴 적 신체적·정신적·성적으로 학대 또는 피해를 받아 트라우마(심리적 상처)가 생긴 사람은 조현병 같은 중증 정신병 위험을 높인다는 연구 결과가 나왔다.분당서울대병원 정신건강의학과 김의태 교수팀은 한국, 영국에서 모집한 2700여명을 대상으로 한 대규모 공동 연구에서 이같은 결과가 확인됐다고 지난 22일 밝혔다. 이번 연구 결과는 국제 정신과학 학술지인 ‘랜싯 정신과학(Lancet Psychiatry)’ 최신 호에 발표됐다.연구팀은 트라우마로 인해 발생하는 외상 후 스트레스 장애(PTSD)를 복합 PTSD와 일반 PTSD로 나눠 분석했다. 복합 PTSD의 경우 단발적인 사고, 충격으로 나타나는 일반 PTSD와 달리 성장기에서 겪는 지속적인 트라우마가 원인이 된다. 감정 조절의 어려움, 정체성 혼란, 관계 유지의 어려움 등의 증상이 나타날 수 있다.연구팀의 분석 결과 복합 PTSD 환자는 PTSD가 없는 사람과 비교해 정신 질환 중증도가 많이 증가하는 양상을 보였다. 일반 PTSD 환자는 정신질환 중증도가 유의미할 정도로 증가하지 않았다.연구팀은 “복합 PTSD 환자에게서만 나타나는 3가지 특성(감정ㆍ정체성ㆍ관계 유지) 모두 정신 질환의 중증도와 뚜렷한 상관관계를 보이는 것으로 나타났다”라며“정신질환의 발현에 있어 특정한 사고나 충격보다는 성장 과정에서 지속적인 학대와 그로 인한 후유증의 영향이 크다는 점을 시사한다”고 설명했다.그동안 성장기 트라우마가 성인 이후 각종 정신질환의 위험을 높이는 요인으로 추정돼 왔지만 현재까지 둘 간에 어떤 연관성이 있는지 명확히 밝혀지지 않았다.연구팀은 “이번 연구는 국내 의료진의 주도로 문화권이 다른 한국과 영국에서 성장기 트라우마와 정신증 발생과의 상관관계를 밝혔다는 점에서 의미가 깊다”며 “두 국가의 대규모 인구 집단을 대상으로 이뤄진 만큼 이젠 학계에서도 학설을 넘어 정론으로 받아들이게 될 것”이라고 밝혔다.김의태 교수는 “성장기 트라우마가 있는 환자들을 체계적으로 치료ㆍ관리할 수 있는 공중보건 시스템을 마련한다면 조현병 등 정신질환 발병률을 낮추는 데 도움이 될 것”이라며 “복합 PTSD와의 연관성도 확인한 만큼 정확한 치료 지침을 마련하는 데도 기여할 것”이라고 했다.\n']"
49,"['“가볍고 보안능력 향상”…삼성전자, 미군용 전술 스마트폰 출시']"
49,"['\n\n\n\n\n삼성전자가 출시한 전술형 스마트폰 ‘택티컬 에디션’. 삼성전자 제공삼성전자가 미국 국방부를 대상으로 새 전술형 스마트폰 ‘택티컬 에디션’(TE) 2종을 공개했다. 공개된 군용 에디션은 갤럭시 S23과 X커버6 모델에 내구성과 전술적 기능 등을 도입해 장병들이 작전을 수월하게 해줄 수 있다.삼성전자 미국 뉴스룸은 23일 “갤럭시 S23 TE와 X커버6 프로 TE 모델이 오늘부터 미국에서 판매된다”고 밝혔다. 하지만 군용으로 개발된 만큼 일반 소비자에게는 판매되지 않는다.뉴스룸에 따르면 해당 모델들은 방진·방수 부문에서 최고 등급인 IP68을 받았다. IP68은 1.5m 수심에서 30분간 담겨 있어도 휴대전화가 정상적으로 작동되는 수준이다. 또 전술 라디오, 드론 피드, 레이저 거리 측정기, 외부 GPS 등과 연결할 수 있도록 했다. 무선 신호를 차단하는 ‘스텔스 모드’도 도입해 전보다 더 나은 보안능력을 갖췄다는 평가를 받고 있다. 무게는 모두 8.5온스(240그램)로, 비교적 가벼운 편이다.뉴스룸은 “(이번 TE 모델은) 전술팀에서 전통적으로 사용하는 무게가 수 파운드에 달하는 견고한 노트북만큼 강력하지만 가볍고 컴팩트하다”며 “이를 통해 군인은 짐을 줄이고 탄약, 의료용품, 음식 또는 물과 같은 임무 필수품에 무게를 재분배할 수 있다”고 설명했다.특히 X커버6 프로 TE는 군 작전을 견딜 수 있는 내구성에 초점이 맞춰졌다. 미국 국방부 규격에 맞춰 극한의 고도·온도·진동·습도를 견딜 수 있도록 설계됐으며, 최대 1.5m 높이에서의 낙하도 견딜 수 있다고 한다. 임무 중 방전을 방지하기 위해 배터리 사용 가능 시간을 늘렸고 여분의 배터리로 교체할 수 있게 설계됐다. 이외에도 전술장갑을 낀 채로 터치스크린을 사용할 수 있는 ‘글러브 모드’도 지원한다.\n\n\n\n삼성전자가 출시한 전술형 스마트폰 ‘택티컬 에디션’을 착용예시 모습. 삼성전자 제공S23 TE는 디스플레이와 카메라 등 기능에 주력한 것으로 보인다. 애플리케이션 프로세서(AP)에 퀄컴 스냅드래곤8 2세대를 채용했고 지도와 임무 데이터를 자세히 볼 수 있도록 120Hz까지 조절하는 고주사율 디스플레이를 적용했다. 또 군인들이 저조도 환경에서 작전할 경우 고해상도 이미지와 동영상을 촬영할 수 있도록 5천만 화소 카메라를 탑재했다. 또 내구성 강화를 위해 군용 등급 케이스를 함께 개발했다.브래드 하친스키 삼성전자 B2B 총괄 부사장은 “삼성의 TE 솔루션은 군인들이 전장에서 직면하는 위험한 상황에서 앞서 나갈 수 있도록 더 잘 준비하고, 더 나은 정보를 제공하고, 더 나은 장비를 갖추게 하는 것으로 입증됐다”며 “갤럭시 S23 TE와 갤럭시 X커버6 프로 TE를 통해 국방부 고객에게 요구와 목표에 맞는 제품을 선택할 수 있는 유연성을 제공하고 있다”고 했다.삼성의 군용 스마트폰 출시는 이번이 처음은 아니다. 삼성전자는 2019년과 2020년 각각 갤럭시 S9 TE와 갤럭시 S20 TE를 제작했고 2020년 갤럭시 S9 TE 공개 당시 타헤르 베베하니 삼성전자 북미법인 B2B사업 담당 임원은 “갤럭시S20 TE 개발은 미 국방부의 요청에 따라 이뤄졌다”며 “이번 제품은 최전선의 군인들이 현장에서 우위에 설 수 있게 도울 수 있도록 안전한 솔루션을 제공할 것”이라고 밝힌 바 있다.\n']"
50,['[속보]민주당 원내대표 후보 확정…김민석·남인순·우원식·홍익표 4파전']
50,"['\n\n\n\n\n22일 서울 여의도 국회에서 열린 더불어민주당 최고위원회의가 열리고 있다./뉴스1 ⓒ News1 오는 26일 예정된 더불어민주당 원내대표 선거에 김민석·남인순·우원식·홍익표 등 친명계 중진 의원들이 대거 출사표를 던졌다. 이재명 대표에 대한 체포동의안 가결 여파로 비명계 원내 지도부가 모두 사퇴한 중 이뤄지는 선거인 만큼 차기 원내 지도부는 친명계 인사로 꾸려질 것이라는 예측이 나오고 있다.민주당은 24일 오후 공지를 통해 “제21대 국회 민주당 제4기 원내대표 선출을 위한 보궐선거에 등록한 후보자는 홍익표, 남인순, 김민석, 우원식(접수 순) 의원”이라고 밝혔다.당내에선 이번 원내대표 선거가 홍 의원과 김 의원 간 2파전이 될 것이란 전망이 우세하다. 홍 의원이 지난 4월 원내대표 선거에서 2위로 고배를 마셨던 만큼 보다 안정적일 것이란 평가가 있지만, 구 동교동계 출신인 김 의원도 정책위의장을 맡으며 당내에서 호평을 받았기 때문에 결과는 섣불리 예측하기 어려울 것이란 분석이다. 이 대표 체포동의안 가결의 책임론이 일면서 다소 입지가 좁아진 비명계는 이번에 후보를 내지 않을 것으로 보인다.이번 원내대표 선거는 오는 25일 하루 선거운동을 진행한 후 26일 오후 2시 의원총회에서 정견발표를 진행한 뒤 투표에 들어갈 예정이다.앞서 박광온 원내대표를 비롯한 민주당 원내지도부는 지난 21일 이 대표의 체포동의안 가결 사태에 책임을 지겠다며 전격 사퇴했다. 이에 민주당은 원내지도부 공백기를 최소화하고자 원내대표 선출을 위한 선거관리위원회를 서둘러 구성하고 선거 일정을 확정했다.\n']"
51,['‘근대5종 간판’ 전웅태 개인·단체 금메달 싹쓸이…韓 첫 2관왕']
51,"['\n\n\n\n\n전웅태가 24일 중국 항저우 푸양 인후 스포츠센터에서 열린 근대5종 남자 개인 결선 레이저런에서 1위로 결승선을 통과한 후 환호하고 있다. 2023.9 24/뉴스1남자 근대5종의 간판 전웅태가 개인과 단체에서 모두 금메달을 따내며 2022 항저우 아시안게임 한국 선수단 첫 2관왕에 올랐다.전웅태는 24일 중국 항저우의 푸양 인후 스포츠센터에서 열린 항저우 아시안게임 근대5종 남자 개인전에서 금메달을 차지했다. 전웅태는 이지훈, 정진화와의 근대5종 남자 단체전에서도 금메달을 목에 걸었다. 이로써 전웅태는 지난 2018년 자카르타·팔렘방 대회에 이어 개인전 2연패를 달성했다. 전웅태는 2021년 열린 도쿄 올림픽에선 한국 근대5종 사상 처음으로 메달(동메달)을 목에 걸었다.\n']"
52,"['[속보]‘태권도 품새’ 강완진, 항저우 AG 한국 첫 금메달']"
52,"['\n\n\n\n\n(항저우(중국)=뉴스1) 신웅수 기자 = 24일 오후 중국 항저우 린안 스포츠문화·전시센터에서 열린 2022 항저우 아시안게임 태권도 품새 남자 개인전 결승에서 강완진이 금메달을 확정 지은 후 대만의 마윈중을 안아주고 있다.   강완진의 금메달은 대한민국의 항저우 아시안게임 첫 금메달이다. 2023.9.24/뉴스1태권도 품새 대표팀의 강완진(25)이 2022 항저우 아시안게임에서 한국 선수단에게 첫 금메달을 선사했다.강완진은 24일 중국 항저우 린안 스포츠문화전시센터에서 열린 태권도 품새 남자 개인전 결승에서 1, 2경기 평균 7.730점을 기록하며 대만의 마윈중(7.480점)을 꺾었다.태권도 품새가 처음 정식 종목이 된 2018 자카르타·팔렘방 아시안게임에서 단체전 멤버로 나서 금메달을 합작한 강완진은 이번에는 개인전 우승으로 두 대회 연속 금메달 획득에 성공했다.이로써 강완진은 이번 대회 한국 선수단에 첫 금메달이자 두 번째 메달을 안겼다. 앞서 여자 근대 5종의 김선우는 이날 은메달을 손에 쥐었다.연이어 세 번째 메달 소식도 들려왔다. 이날 중국 저장성 항저우 샤오산 린푸 체육관에서 벌어진 유도 60kg급 경기에서 대만의 양융웨이 선수와 결승을 겨룬 한국의 이하림(26)는 접전 끝에 패하며 은메달을 목에 걸었다.\n']"
53,['친명 “李 불구속땐 비명 축출”…비명 “구속 여부 관계없이 퇴진”']
53,"['\n\n\n\n\n“이재명 대표가 구속되든 아니든 ‘이재명 체제’로 끝까지 간다.”(친이재명계 초선 의원)“지금은 민주당을 친명(친이재명) 마음대로 주무를 수 있다고 생각할진 몰라도 결국엔 내려놓게 될 것.”(비이재명계 재선 의원)더불어민주당 이재명 대표 구속영장 실질심사를 앞두고 주말 내내 민주당은 이 대표 구속 여부에 따른 대응 전략 마련에 분주한 모습이었다. 친명계는 “어떠한 결과에도 이 대표 퇴진은 없다”고 못 박았고, 비명(비이재명)계는 “이 대표 영장이 기각되더라도 물러나야 한다”고 맞섰다.● 구속 시…친명 “버티기” 비명 “퇴진”친명 지도부 의원은 24일 통화에서 “비상대책위원회를 꾸리는 일은 절대 없을 것”이라며 “당원들이 비대위 전환을 가만히 보고만 있겠느냐”고 했다. 또 다른 핵심 관계자는 “이 대표가 설령 구속된다 하더라도 변호인 접견 등을 통해 당 관련 사안을 보고받으며 충분히 당무를 소화할 수 있다”며 ‘옥중 공천’ 의지를 드러냈다.친명과 강성지지층 일각에선 이 대표가 구속될 경우 강성 지지층이 요구하는 대로 12월 국회에서 당 차원의 ‘석방요구결의안’을 추진하는 방안도 거론된다. 회기 전 구속된 국회의원을 회기 중 석방할 수 있는 석방요구결의안은 재적의원 4분의 1 이상의 요구로 발의되며, 재적의원 과반수 출석과 출석의원 과반수 찬성으로 의결되기 때문에 민주당 단독으로 처리가 가능하다. 앞서 한나라당 서청원 전 대표도 다수 야당이던 2004년 석방요구결의안이 채택돼 풀려났다. 한 지도부 의원은 “여론 향방이 어떻게 될지 모르는 만큼 지금은 이론상 가능한 모든 선택지를 고려해야 할 때”라고 했다.비명계는 이 대표가 구속될 가능성을 높게 점치는 분위기다. 한 비명계 수도권 초선 의원은 “이 대표가 체포동의안 부결을 대놓고 요구한 것도 결국 스스로 구속 가능성을 높게 본다는 뜻”이라며 “이 대표가 구속되면 친명 지도부도 명분을 잃을 수밖에 없다”고 했다. 중립 성향 중진 의원도 “친명계 내 마땅한 대체 구심점이 없는 상황에서 이 대표가 구속된다면 이 대표 퇴진을 요구하는 조직적 움직임이 나올 것”이라고 했다.● 불구속 시…친명 “공천 불바다” 비명 “그래도 퇴진”친명계는 이 대표의 구속영장이 기각될 경우 그동안 이 대표의 최대 약점으로 꼽혀온 ‘사법 리스크’ 부담을 덜어내고 ‘이재명 체제’를 확고히 할 수 있을 것으로 기대하고 있다. 이 경우 비명계 축출 움직임에도 본격 힘이 실릴 것으로 보인다.친명 성향의 한 지도부 의원은 “일부 친명 의원들 사이에서는 ‘선제공격을 당한 마당에 우리도 더 참을 필요가 없다’는 말까지 나온다”고 했다. 한 지도부 관계자는 “시기의 문제일 뿐 ‘공천 불바다’가 될 것”이라며 사실상 ‘공천 학살’을 예고했다.이에 대해 한 수도권 비명계 의원은 “민주당의 시스템 공천이라는 게 괜히 있는 게 아니다”라며 “민주당은 공당(公黨)이지 사당(私黨)이 아니다”라고 반발했다.비명계는 이 대표가 불구속된다 하더라도 이 대표 퇴진을 거듭 주장할 것으로 보인다. 한 비명계 초선 의원은 “불체포특권을 포기하겠다는 국민과의 약속을 깬 사람이 이끄는 정당을 국민이 선택하겠느냐”며 “총선 전에 새 리더십을 세워야 한다”고 했다. 다만 공천 등 현실적 압박이 임박하면 ‘투항’이 불가피하지 않겠냐는 우려도 적지 않다. 지난 국회에서 당 지도부를 지낸 중진 의원은 “이 대표가 구속을 면할 경우 비명 의원들도 지금처럼 각을 세우고 버티기 쉽지 않을 것”이라고 관측했다.국민의힘은 이 대표가 구속 후 ‘옥중 공천’에 나서는 것을 최상의 시나리오로 보고 있다. 영장이 기각됐을 경우에 대해선 전망이 엇갈렸다. 국민의힘 지도부 인사는 “이 대표가 구속을 면할 경우 민주당은 걷잡을 수 없는 격랑에 빠질 것”이라고 했다. 반면 다른 의원은 “기각 이유와는 관계없이 국민들은 ‘영장 기각’만 기억할 것”이라고 했다. 민주당이 주도하는 ‘검찰의 야당 탄압’ 프레임 아래 야권 지지층이 총결집할 것이란 우려다.\n']"
