단어,포함된 문장
지영겨레,지영겨레는 커플이라면서 지영이는 방송에서 굳이 겨레가 잘못한걸 하나하나 다 말하고있는게 좀 이상해보였음 자기 남자친구가 욕먹는걸 보고싶어하는사람이 어딨어 실제로 서운한게 있더라도 방송에서는 행복한모습만 보여주고싶지않나..? 친구들한테조차 내 남자친구안좋게볼까봐 사실대로 말 못할때도 많은데
지팔지꼰, 보통 시어머니 절대 아니구요. 지금 마음 약해져서 그대로 진행하면 얼마 못 가 결국 시모 때문에 이혼 합니다 글 올라오겠네요. 요즘 예전과 다르게 좋은 시어머님들도 많아요; 터치 잘 안하시고 본인 현생 사시는 분들도 꽤 많은데 지팔지꼰 원하시면 그 집에 들어가심이...
집팔면,시부모님은 자가 대출없는 집 한채있는게 다이고요시아버님은 퇴직후 시댁 같은아파트 경비일 하세요시어머님은 요양보호사일 하고계시구요작년초 시아버님이 간경화 말기 확진받으셨어요예전부터 간경화가 진행중이었는데 심해진신거죠보험은 홈쇼핑에서 가입한 암보험 운전자보험 밖에..암진단금 2천만원 이 외 실비도 없으시더라구요암이 아니니 진단금도 없고입원일당 하루 만원 나오는게 다에요경비일은 당연 그만두셨구요시어머님이 아버님 간병하시면서가족요양?뭐 신청하셔서 몇십만원 받으시나봐요여태는 용돈 이 외 생활비드리는건 없었는데몇달전부터는 남매들끼리 생활비까지 내는 상황이 되었습니다병원비도 시부모님 모으신거는 다 쓰셔서남은건 달랑 집한채 입니다남편은 2남2녀 4남매중 셋째에요4남매 다 형편이 딱 자기들 살 만큼이에요첫째 형형님이랑 둘이 맞벌이하면서 집대출도 값고있고 출퇴근 차량 각자 한대씩 두대에다고1 중3 연년생 아들조카가 있어요학원비에 애들먹는거에 여유없이 빠듯해요둘째 누나6살조카가 자폐에 발달장애 있어서애 케어하느라 맞벌이도 못하고 외벌이에요셋째 우리남편과 저 7급 9급 공무원이에요아시다시피 공무원박봉으로둘이합쳐도 실수령 450이 안되요결혼2년차인데 모은돈으로 결혼하고집대출로 200넘게 나가고있으며이 상황에 애는 무리다 싶어서 안(못)낳고있어요넷째 여동생시매부 바람나서 이혼해서 두살짜리 조카 데리고 시댁으로 들어와서살아요시부모님이 조카봐주고있고경리직 재취업한지 몇달안됐어요저는 각자 남매들의 가정형편은 재끼고똑같이 나누자는 입장입니다형편이 누가 월등하게 좋은것도 아니고다들 고만고만하게 살고있는데어느쪽이 더 많이 낼 상황은 아니라는 입장이에요남편은그나마 우리가 애가 없어서 여유있으니우리쪽에서 더 많이 부담하고 (50%)큰형30% 누나 10%  막내10% 하재요형편들이 이정도 분담하는게 젤 이상적이라나요?저는 애 없이 평생 딩크로 살 생각은 없어요돈좀 모아서 애 낳겠다고 아직 안 낳은건데우린 언제 모으나요??애 없는집은 부모봉양하는 집인가요?시댁집팔아서라도 병원비내는게 맞다했더니막내시누이도 같이 살고있는데집팔면 그 연세에 어디가서 사냡니다저더러 모질답니다저 이혼하고싶어요 
쫄아,나 가정용제모기써봤어. 난 좀 오래됐는데 7년전에 특가떴을때 샀어 첨엔 나도 쫄아서 어떤지 모르니 팔에 한번 단계를 약하게 쐬보고 아프지않고 괜찮길래 그담에 단계 올려서 계속 했는데 따갑거나 아프진 않더라고 누를때마다 빛은 번쩍!! 남ㅋㅋ 일주일에 1~2번 꾸준히 꼼꼼하게 한달 했는데 확실히 털이 안 자람. 살이 맨들맨들. 더 꾸준히 하면 안 자란다기보단 자라는 속도가 더뎌질거같은데 한달 제모기계하고 두달정도는 진짜 편하게 지냈어 그뒤로 털이 자라려고 할때 아주얇게 솜털처럼 자라더라 근데 귀찮아서 면도기로 미니까 다시 원상복구ㅠ 좋긴한데 인내심과 꼼꼼함 꾸준함이 필요해
차지함,방탄무새들 좀 없어졌음 좋겠어 국뽕유튜브 뜨는것마냥 하루종일 뭐했다고 글올리고 딱보니까 다계정으로 작업해서 띄우면 아미들 우르르 가서 톡선 자리 맨날차지함 팬껀 따로 만들지 네이트관리자는 하는게 뭐야
착짱,착짱죽짱
처음온,"생각보다 많은 사람들이 레이저제모에 관심 있는 것 같고 심심하니 레이저제모 상세한 후기 풀어보겠숨.. 일단 나는 남자만큼 털이 많았고 굵은편임 어느정도냐면 발등이나 손등, 심지어 무릎까지 털이남 ㅎㅎㅎ이게 면도기로 밀어서 그냥 말끔~하면 그냥 대충 밀고 살았을건데 이거 털 많은 사람은 공감하겠지만 뭔가 깨끗하게 안 밀린다 해야하나? 그 딱봐도 면도기로 제모한 사람처럼 보이고 인그로운헤어도 생기고 무엇보다 털이 빨리 자람!!! 그 다음에 시도한 건 왁싱이었숨처음에 털숭이인 나에게 왁싱은 하고난 당일은 신세계였는데 면도기랑 다르게 털이 뽑히니까 늦게 자라고 자국? 안 남으니까 반바지 입을 수 있어서 한동안은 왁싱을 함.. 근데 너무 자주 하니까(특히 브왁) 피부가 예민해지고 약간 모공에 이상이 생김.. 또 겨드랑이 같은 경우에는 착색 생겨서 후회하고.. 그래서 왁싱과의 이별 그 이후로 반포기 상태로 있다가 가격 때문에 망설였던 레이저제모를 받기로 마음먹음! (가격은 이전 글의 댓글을 참고바람)말이 길었는데 이제 찐후기 들어가겠음일단 나는 검색을 통해 저렴하면서 후기 ㄱㅊ은 곳 찾아서 카톡 플친으로 문의함 (가격, 받기 전 주의사항)그리고 예약을 잡았는데 레이저 제모는 받기 최소 이틀전에는 면도가 끝나있어야 함 보통 면도기로 밀고 제모크림 쓰는 사람도 봤는데 면도기가 안전할듯 상처 있으면 시술 어려우니까 살살 밀고 최대한 짧게 깎아야 함! 털 길면 화상입을 수 있어 아무튼 당일 두근거리는 마음으로 입장함 예약하고 갔는데 처음온 사람은 뭐 적어야 한다고해서 적고 기다림 사람 진짜 많은데 어디 시술 받을거냐고 물어서 1차위기옴 30분정도 기다리다 상담받고 계산한 후에 또 기다리고 탈의실에서 옷 갈아입음 나시 안 입고가도 거기서 주니까 아무거나 입고가도 됨 발그림 ㅈㅅ 나시랑 엄청나게 헐렁한 치마를 입고..ㅎ 그 위에는 가운을 입은 상태로 시술실에 들어감 물론 빤쓰는 안 입었어 이때가 젤 떨렸다들어가서 대기하면 노크하시고 들어오시는데 안 어색하게 대해주셔서 그나마.. 내 수치스러움이 쬐끔 사라짐ㅠ맞다 나는 팔하완, 겨드랑이, 종아리, 브라질리언을 함 순서는 겨드랑이-팔-브라질리언-종아리아마 레이저제모 고민하는 사람은 아픈지 궁금할 것 같은데 나는 고통<수치….라 그런건지 모르겠는데 딱히 아파서 못 참겠다거나 그런걸 못 느낌 그냥 조금 따가운 정도? 팔은 한것 같지도 않을 정도로 아무 느낌 없었고 겨드랑이는 살짝 따끔 근데 털 굵은 곳 (종아리, 소중이)은 꽤 아픔ㅠ그래도 왁싱보다는 안 아픔.. 그리고 차가운 바람이 같이 나와서 자극이 덜함 타닥타닥 소리랑 털타는? 냄새 맡다보면 끝나있음 쫄았는데 생각보다 별거 없었고 다 하는데 10분 정도 걸린듯 빨리 끝남단지 거기 제모받을 때 너무 쪽팔렸음 ㅠ 처음이라 자세를 어케해야 하는지 모르니까 알려주시는데 하……………… 영혼이 털린 느낌 물론 그분은 일이라 아무 생각없으시겠지만 다음에 또 받을 때 창피할듯근데 레이저제모가 나는 받고 나면 바로 털이 사라지는 줄 알았는데 그게 아니라 시간지나면 빠지는 거였음 받고 일주일 정도됐는데 원래 면도기로 밀면 이틀 후에 바로 자랐는데 지금은 왁싱한 것처럼 늦게 자람갑자기 쓰다가 귀찮아져서 요약하겠음장점: 확실히 털이 늦게 자람 (이것만으로 약간 만족..ㅎ) 굵기는 아직 모르겠고 숱은 아주 미세하게 줄어든 느낌단점: 하고 나서 간지러움 (이건 뭐 무슨 제모를 해도 그렇긴한데 레이저제모 받을 때가 젤 심했음 ㅠㅠ 얼음찜질 해주고 피부과에서 미리 약 받으셈), 돈 많이 나감, 수치스러움지금 털보인데 민둥해졌다는 건 절대 아님!!! 털 진짜 빨리 자라는 편인데 늦게 자라는 것 같길래 신기해서 올려봄 효과 별로 못봤다는 사람도 있으니 케바케이긴 한듯 할거면 후기 많이 찾아보고 하는걸 추천함 또 여름에는 안 하는게 좋아 털 중간에 밀고 싶어도 밀수가 없다.. 이짓을 거의 10번 받아야 한다고 생각하니 슬퍼짐아직 1회차라 더 받아봐야 알 것 같지만 털 얇아지다 아예 없어지면 소원이없을듯 근데 절대 한번만 받아서는 엄청난 효과 기대하기 힘들다는 것! 피부과에서도 겨드랑이같은 경우는 5회받아도 효과 눈에 보일 정도인데 다른 곳은 10회정도 받아야 괜찮다고 ㅇㅇ…. 나는 털 거의 안 나고 얇게 날 때 가정용 레이저 제모기 살 계획임 일단 처음이면 막 5회 이렇게 끊지 말고 체험부터 하고 결정하는 게 좋움 또 이어쓸지는 모르겠는데 몇달 받아보고 효과 좋으면 써볼게 레이저제모 고민하는 사람한테 도움이 됐기를 바라면서.. 털부숭이들 힘내자…. "
촉법소,"촉법소년을 없애던가? 이런무능력한 부모로 부터 자녀방조 혐의및 방임, 학대 등의 혐의를 적용해 이탈시켜 보호기관에서 보호및 계도를 시키던가... 해야한다. 저렇게 키워봐야 범죄자니까."
최종커플," 김지영 큰 그림에 제작진만 바보된꼴.. 청순 몰표녀 영업해줬는데 민규가 원하는대로 안움직여주니깐 마지막에 급 눈물 흘리며 겨레로 틀어 최종커플 되기..  해은♡현규, 민영♡주휘 커플을 꿈꾸며 광고 협찬 치덕치덕 하고 싶었으나 방송 때 플러팅하고 여지준걸로 여론이 떡락함.. 겨레랑 현커인 모습 보여주며 진심이었다는걸 증명하려함.. 제작진들도 신이나서 현커 영업에 열 올림.. 앺시 시작할때쯤 김지영은 소속사에서 일도 많이 잡아주고 팬들도 생기니 점점 겨레가 필요없어짐.. 지난주에는 톡 한 줄로 답 했다고 겨레 욕먹이며 헤어질 각 잼.. 이번주 마지막 인터뷰때 김지영 머리 많이 기른것만 봐도 겨레랑 헤어진 뒤에 인터뷰 다시 딴것 같음.. 제작진은 자기들이 애써 현커영업하며 준비한 앺시 물거품 되고 김지영 욕들을까봐 캠핑씬 다 편집하고 겨레 지영이 ing인듯 교묘하게 방송 내보내고 후지민, 주지원한테로 포커스 돌리며 아주 찝찝하게 끝내버림."
츠바킬, 난 울플러랑 딥앤댑이 가는게 맞다고 보는데 딥앤댑 솔직히 메가크루는 잘했는데 케이팝 때 떨어지는게 맞았다고 생각함. 츠바킬ㅠㅠ 넘 아까워.
츠바킬,난 울플러랑 딥앤댑이 가는게 맞다고 보는데 딥앤댑 솔직히 메가크루는 잘했는데 케이팝 때 떨어지는게 맞았다고 생각함. 츠바킬ㅠㅠ 넘 아까워.
츠바킬, 난 울플러랑 딥앤댑이 가는게 맞다고 보는데 딥앤댑 솔직히 메가크루는 잘했는데 케이팝 때 떨어지는게 맞았다고 생각함. 츠바킬ㅠㅠ 넘 아까워.
코첼라무대, 코첼라무대도 로제가 직접 설계해서 셋팅함 
퀸와사비,저색깔 염색하니까 퀸와사비 닮음
탈배,너넨 스우파 메가 탈배 누가 가야된다 생각함?
탈배, 난 다른 팀은 모르겠고 베베 메가크루가 진짜 너무 별로였어서..탈배 가야된다고 생각하는데 기본적인 인기랑 조회수때문에 탈배까지는 안갈듯
탈배, 울플러 개쩔었다고 생각했는데… 다들 탈배 가야한대서 속상ㅠ__ㅠ
탈배, 스맨파 때는 메가 탈배 위댐 보낸 적 있어서 이번에 베베가 갈 줄 알았는데 안갈듯 그 때 위댐은 와쥐엑이랑 탈배라서 이길 수 있었고 서사 될 수 있었는데 울플러가 탈배 확정이라... 단체전 다 이긴다고 가정해도 2판만 가져가는거라 엠넷에서 절대 베베 탈배 안보낼듯 딥댑이랑 레바는 베베보다 메가 잘했는데 아쉽긴 함 ㅠ
탈배,울플러 뱅투루트라 탈배가는 족족 살아남아서 생방갈듯
탈배,솔직히 메가 탑2 마네퀸 원밀이고 그 담이 레바 딥앤댑 아닌가? 베베 시녀&원밀 시녀들한테 밉보여서 그런가 딥앤댑 평가절하 심한거 같음ㅋㅋ 딥앤댑 메가크루 미션 뭐 마네퀸처럼 압도적이진 않았는데 솔직히 편안하게 봤고 크게 아쉽단 생각은 안들었음 구성도 ㅅㅌㅊ였고 미방 약자 배틀 베베 딥 뜬거보니까 솔직히 딥이 더 잘했던데 이번 탈배는 잼 울 베 여기서 나와야 정상이라고 봄
탈배,솔직히 메가 베베도 기대치에 못미쳤지만 잼도 기대치에 못미친건 맞음 둘다 열심히한거 개개인 능력치와 별개로 메가미션에 걸맞는 인원수와 웅장함등등은 없었어 그나마 대중평가는 잘받았을거로 예상되는 조회수라 두팀은 탈배까지는 안갈거 같음
탈배,울플러 개쩔었다고 생각했는데… 다들 탈배 가야한대서 속상ㅠ__ㅠ
탈배,스맨파 때는 메가 탈배 위댐 보낸 적 있어서 이번에 베베가 갈 줄 알았는데 안갈듯 그 때 위댐은 와쥐엑이랑 탈배라서 이길 수 있었고 서사 될 수 있었는데 울플러가 탈배 확정이라... 단체전 다 이긴다고 가정해도 2판만 가져가는거라 엠넷에서 절대 베베 탈배 안보낼듯 딥댑이랑 레바는 베베보다 메가 잘했는데 아쉽긴 함 ㅠ
탈배,난 다른 팀은 모르겠고 베베 메가크루가 진짜 너무 별로였어서..탈배 가야된다고 생각하는데 기본적인 인기랑 조회수때문에 탈배까지는 안갈듯
탈배,베베가 저지점수 젤낮아도 조회수 좋아수 많아서 탈배가는거 쉽지 않고 잼도 역시 마100 받아도 조회좋아요 높아서 탈배안갈듯 두번째 저지점수 낮은팀이랑 조회수좋아요수 낮을걸로 예상되는 울플러나 레바가 탈배갈듯
탈배,베베 잘한거 맞아..다른팀이 넘사라서 그렇지 춤판 모르면 조용히 있어라ㅠ 어느 누구도 탈배 갈만할 정도로 못하지않았음
탈배, 난 다른 팀은 모르겠고 베베 메가크루가 진짜 너무 별로였어서..탈배 가야된다고 생각하는데 기본적인 인기랑 조회수때문에 탈배까지는 안갈듯
탈배, 울플러 개쩔었다고 생각했는데… 다들 탈배 가야한대서 속상ㅠ__ㅠ
탈배, 스맨파 때는 메가 탈배 위댐 보낸 적 있어서 이번에 베베가 갈 줄 알았는데 안갈듯 그 때 위댐은 와쥐엑이랑 탈배라서 이길 수 있었고 서사 될 수 있었는데 울플러가 탈배 확정이라... 단체전 다 이긴다고 가정해도 2판만 가져가는거라 엠넷에서 절대 베베 탈배 안보낼듯 딥댑이랑 레바는 베베보다 메가 잘했는데 아쉽긴 함 ㅠ
탑급,요즘 탑급 배우들 아모레 광고 안하자나 ㅋㅋㅋ
터계,막상 그 사람들 엔터계 오고싶어서 안달났던 빠순이들이라 대부분 만족할걸
투바투,카리나 대박 예뻐    에스파 카리나 지젤 닝닝 윈터 권은비 엔시티 레드벨벳 엑소 라이즈 제배원 더보이즈 스테이씨 아이브 몬스타엑스 엔하이픈 세븐틴 르세라핌 뉴진스 투바투 방탄 트레저 블랙핑크 소미 악뮤 케플러   
투바투,투바투 연준 커스틴 틱톡 챌린지
투바투, 어떻게 섭외했나 했더니 투바투 롤라팔루자때 댄서 잼리퍼블릭이였대 그래서 섭외가 가능한거였음
투바투,투바투 연준 이 사진 ㄹㅇ홀린다
투바투,"얘네ㅋㅋㅋ뉴진스 못이기니까 ""헤메코 이상해..이상무새""로 여론인척 계속 와서 댓글 다는거.. ""투바투 하이브 엔하이픈도 앰버서더 따니까 ""안어울려..회사가 꽂아줬지 융앵웅""이러더니 ;; ╋ 음부장 ㅈㄴ 역겨움... "
투바투,투바투 일 관련 중에 제일 일 잘하는곳
투바투,투바투 콘서트 항상 기대이상이라 자리상관안하고 꼭 가려고
투바투,엠카운트다운 뮤직뱅크 음악중심 인기가요 더쇼 쇼챔피언 중에 어디가 제일 좋음?방탄 투바투 엔하이픈 르세라핌 세븐틴 뉴진스 악뮤 위너 소미 있지 스키즈 스테이씨 몬스타엑스 아이브 엔시티 에스파 제배원 라이즈
폰팔, 헬스트레이너ㆍ보험팔이 ㆍ폰팔이  먹이려고 쓴 주작같은데?
폰팔,"헬스장, 핸폰매장, 보험설계남자도 20대 초반이라면 사업(?)한다는 직종이 하나같이 참 주옥 같네요.트레이너 ╋ 폰팔이 ╋ 보험팔이... 일정한 직업 없이 이거저거 떠도는 모양인데자격지심에 더 오바 떠는듯."
한몫함, 진짜 상큼하고 사랑스럽고 여자가봐도 매혹적인 여자1위…..성격이 한몫함
한몫함,진짜 상큼하고 사랑스럽고 여자가봐도 매혹적인 여자1위…..성격이 한몫함
항마략,ㄹㅇ 유일하게 보다가 중간에 끔 항마략 딸려서;;
후신지민,"후신♡지민 편  지원 주미꺼  재밋는데ㅠ나머지두커플뭔가오글쓰.....,후신지민 사겨줘 둘다 키크고  하얗고 넘 잘어울려요♡♡ 후신 지민 놓치지마!"
